,text,sentence,word,wordFreq,zipfFreq,surpGPT,word_length,wordId
106,text_10_L2,8,have,1.38e-05,4.14,1.3937341,4,107
107,text_10_L2,8,been,4.07e-06,3.61,2.7969484,4,108
108,text_10_L2,8,"charged,",1.2e-07,2.08,13.302393,8,109
109,text_10_L2,8,there,6.61e-06,3.82,5.0119905,5,110
110,text_10_L2,8,are,1.95e-05,4.29,9.3684635,3,111
111,text_10_L2,8,still,2.75e-05,4.44,1.2240745,5,112
112,text_10_L2,8,countless,1.2e-08,1.08,15.118536,9,113
113,text_10_L2,8,individuals,2.63e-07,2.42,6.8804555,11,114
114,text_10_L2,8,who,1.66e-05,4.22,4.2793736,3,115
115,text_10_L2,8,log,4.37e-06,3.64,2.7907279,3,116
116,text_10_L2,8,onto,1.38e-07,2.14,20.375656,4,117
117,text_10_L2,8,these,1.74e-05,4.24,6.8697767,5,118
118,text_10_L2,8,sites,1.07e-06,3.03,4.2549033,5,119
119,text_10_L2,8,to,0.000148,5.17,0.89598644,2,120
120,text_10_L2,8,obtain,4.9e-08,1.69,12.542715,6,121
121,text_10_L2,8,free,2.45e-05,4.39,3.3219328,4,122
122,text_10_L2,8,music.,1.58e-05,4.2,5.8663054,6,123
123,text_10_L2,1,When,7.94e-06,3.9,12.800775,4,1
124,text_10_L2,1,online,0.00024,5.38,6.5815935,6,2
125,text_10_L2,1,file-sharing,1.08e-06,3.03,17.534039,12,3
126,text_10_L2,1,programs,3.16e-07,2.5,10.535306,8,4
127,text_10_L2,1,"emerged,",1.55e-08,1.19,16.64422,8,5
128,text_10_L2,1,the,0.000417,5.62,6.2495494,3,6
129,text_10_L2,1,music,1.58e-05,4.2,6.1824803,5,7
130,text_10_L2,1,industry,1.66e-06,3.22,8.683656,8,8
131,text_10_L2,1,changed,5.37e-07,2.73,7.7226415,7,9
132,text_10_L2,1,forever.,3.09e-06,3.49,10.457285,8,10
133,text_10_L2,2,Perhaps,3.24e-07,2.51,17.197723,7,11
134,text_10_L2,2,the,0.000417,5.62,8.184784,3,12
135,text_10_L2,2,first,1.86e-05,4.27,0.72451377,5,13
136,text_10_L2,2,widely-used,5.27e-08,1.72,32.528717,11,14
137,text_10_L2,2,music,1.58e-05,4.2,7.9912386,5,15
138,text_10_L2,2,file,2e-06,3.3,9.080005,4,16
139,text_10_L2,2,sharing,2.34e-06,3.37,10.895245,7,17
140,text_10_L2,2,program,2.04e-06,3.31,8.154783,7,18
141,text_10_L2,2,was,0.00309,6.49,5.933859,3,19
142,text_10_L2,2,Napster.,2.57e-07,2.41,13.943484,8,20
143,text_10_L2,3,It,8.51e-05,4.93,10.317513,2,21
144,text_10_L2,3,allowed,2.4e-07,2.38,12.886373,7,22
145,text_10_L2,3,users,1.17e-06,3.07,10.263055,5,23
146,text_10_L2,3,to,0.000148,5.17,0.4020724,2,24
147,text_10_L2,3,sign,2.29e-06,3.36,6.854809,4,25
148,text_10_L2,3,up,4.47e-05,4.65,3.4082463,2,26
149,text_10_L2,3,to,0.000148,5.17,1.6150897,2,27
150,text_10_L2,3,use,5.25e-06,3.72,4.3788056,3,28
151,text_10_L2,3,the,0.000417,5.62,0.6942943,3,29
152,text_10_L2,3,service,4.07e-05,4.61,1.6937282,7,30
153,text_10_L2,3,at,4.68e-05,4.67,4.0328245,2,31
154,text_10_L2,3,no,7.94e-05,4.9,0.34598097,2,32
155,text_10_L2,3,charge.,1.58e-06,3.2,8.503445,7,33
156,text_10_L2,4,"Then,",3.24e-06,3.51,16.817816,5,34
157,text_10_L2,4,they,6.76e-06,3.83,4.879743,4,35
158,text_10_L2,4,could,2.51e-06,3.4,4.507725,5,36
159,text_10_L2,4,download,1.23e-05,4.09,3.6306427,8,37
160,text_10_L2,4,music,1.58e-05,4.2,7.4150662,5,38
161,text_10_L2,4,files,1.38e-06,3.14,9.068178,5,39
162,text_10_L2,4,from,2.51e-05,4.4,0.039000344,4,40
163,text_10_L2,4,other,6.76e-06,3.83,3.769691,5,41
164,text_10_L2,4,users,1.17e-06,3.07,6.3283243,5,42
165,text_10_L2,4,all,0.000158,5.2,0.045264855,3,43
166,text_10_L2,4,over,1.23e-05,4.09,9.045681,4,44
167,text_10_L2,4,the,0.000417,5.62,0.022497429,3,45
168,text_10_L2,4,world,3.55e-05,4.55,1.8817048,5,46
169,text_10_L2,4,by,5.25e-05,4.72,3.006628,2,47
170,text_10_L2,4,simply,8.91e-07,2.95,9.382258,6,48
171,text_10_L2,4,typing,6.76e-08,1.83,11.496157,6,49
172,text_10_L2,4,in,0.0174,7.24,1.3578626,2,50
173,text_10_L2,4,what,1.62e-05,4.21,9.862231,4,51
174,text_10_L2,4,song,4.79e-05,4.68,10.8070755,4,52
175,text_10_L2,4,or,2.51e-05,4.4,0.5460545,2,53
176,text_10_L2,4,album,5.62e-05,4.75,6.373427,5,54
177,text_10_L2,4,they,6.76e-06,3.83,5.4212146,4,55
178,text_10_L2,4,wanted.,1.74e-06,3.24,6.336054,7,56
179,text_10_L2,5,"Obviously,",1.55e-07,2.19,20.283966,10,57
180,text_10_L2,5,this,3.24e-05,4.51,11.185356,4,58
181,text_10_L2,5,was,0.00309,6.49,0.09402267,3,59
182,text_10_L2,5,bad,0.000115,5.06,0.45580336,3,60
183,text_10_L2,5,news,4.07e-05,4.61,2.0592353,4,61
184,text_10_L2,5,for,7.59e-05,4.88,4.2616234,3,62
185,text_10_L2,5,music,1.58e-05,4.2,7.9676805,5,63
186,text_10_L2,5,artists,1.17e-06,3.07,7.208738,7,64
187,text_10_L2,5,and,0.000166,5.22,3.47169,3,65
188,text_10_L2,5,record,2.24e-06,3.35,6.4840426,6,66
189,text_10_L2,5,labels,3.09e-06,3.49,6.298765,6,67
190,text_10_L2,5,because,4.27e-06,3.63,8.918636,7,68
191,text_10_L2,5,they,6.76e-06,3.83,3.1011238,4,69
192,text_10_L2,5,were,4.68e-06,3.67,4.936558,4,70
193,text_10_L2,5,not,4.79e-05,4.68,2.0845747,3,71
194,text_10_L2,5,making,2.88e-06,3.46,8.174385,6,72
195,text_10_L2,5,any,3.98e-06,3.6,6.133663,3,73
196,text_10_L2,5,profits,4.37e-07,2.64,10.518774,7,74
197,text_10_L2,5,from,2.51e-05,4.4,5.658481,4,75
198,text_10_L2,5,downloaded,3.55e-08,1.55,15.448786,10,76
199,text_10_L2,5,music.,1.58e-05,4.2,1.1362296,6,77
200,text_10_L2,6,"Eventually,",6.17e-08,1.79,21.920998,11,78
201,text_10_L2,6,Napster,2.57e-07,2.41,14.280521,7,79
202,text_10_L2,6,was,0.00309,6.49,1.6269178,3,80
203,text_10_L2,6,shut,7.59e-07,2.88,12.356625,4,81
204,text_10_L2,6,down.,1.51e-05,4.18,2.1896687,5,82
205,text_10_L2,7,While,1.82e-06,3.26,14.689062,5,83
206,text_10_L2,7,it,8.51e-05,4.93,5.4005103,2,84
207,text_10_L2,7,later,1.38e-06,3.14,14.583786,5,85
208,text_10_L2,7,reinvented,0.0,0.0,18.454912,10,86
209,text_10_L2,7,itself,4.79e-07,2.68,9.262519,6,87
210,text_10_L2,7,as,3.72e-05,4.57,11.72002,2,88
211,text_10_L2,7,a,0.000603,5.78,5.34536,1,89
212,text_10_L2,7,paying,1.02e-07,2.01,14.096399,6,90
213,text_10_L2,7,"service,",4.07e-05,4.61,7.2537227,8,91
214,text_10_L2,7,other,6.76e-06,3.83,7.1332664,5,92
215,text_10_L2,7,free,2.45e-05,4.39,3.818781,4,93
216,text_10_L2,7,music-sharing,2.04e-06,3.31,17.670614,13,94
217,text_10_L2,7,sites,1.07e-06,3.03,4.1581626,5,95
218,text_10_L2,7,cropped,0.0,0.0,13.295893,7,96
219,text_10_L2,7,up,4.47e-05,4.65,5.725989,2,97
220,text_10_L2,7,almost,9.77e-07,2.99,12.725245,6,98
221,text_10_L2,7,immediately.,1.82e-07,2.26,11.414424,12,99
222,text_10_L2,8,Even,2.88e-06,3.46,13.629596,4,100
223,text_10_L2,8,though,7.41e-07,2.87,11.749523,6,101
224,text_10_L2,8,several,5.25e-07,2.72,11.979477,7,102
225,text_10_L2,8,sites,1.07e-06,3.03,8.761212,5,103
226,text_10_L2,8,and,0.000166,5.22,2.2584186,3,104
227,text_10_L2,8,individual,1.29e-06,3.11,10.592538,10,105
228,text_10_L2,8,users,1.17e-06,3.07,7.6532145,5,106
229,text_10_L2,8,have,1.38e-05,4.14,1.3937341,4,107
230,text_10_L2,8,been,4.07e-06,3.61,2.7969484,4,108
231,text_10_L2,8,"charged,",1.2e-07,2.08,13.302393,8,109
232,text_10_L2,8,there,6.61e-06,3.82,5.0119905,5,110
233,text_10_L2,8,are,1.95e-05,4.29,9.3684635,3,111
234,text_10_L2,8,still,2.75e-05,4.44,1.2240745,5,112
235,text_10_L2,8,countless,1.2e-08,1.08,15.118536,9,113
236,text_10_L2,8,individuals,2.63e-07,2.42,6.8804555,11,114
237,text_10_L2,8,who,1.66e-05,4.22,4.2793736,3,115
238,text_10_L2,8,log,4.37e-06,3.64,2.7907279,3,116
239,text_10_L2,8,onto,1.38e-07,2.14,20.375656,4,117
240,text_10_L2,8,these,1.74e-05,4.24,6.8697767,5,118
241,text_10_L2,8,sites,1.07e-06,3.03,4.2549033,5,119
242,text_10_L2,8,to,0.000148,5.17,0.89598644,2,120
243,text_10_L2,8,obtain,4.9e-08,1.69,12.542715,6,121
244,text_10_L2,8,free,2.45e-05,4.39,3.3219328,4,122
245,text_10_L2,8,music.,1.58e-05,4.2,5.8663054,6,123
246,text_10_L2,1,When,7.94e-06,3.9,12.800775,4,1
247,text_10_L2,1,online,0.00024,5.38,6.5815935,6,2
248,text_10_L2,1,file-sharing,1.08e-06,3.03,17.534039,12,3
249,text_10_L2,1,programs,3.16e-07,2.5,10.535306,8,4
250,text_10_L2,1,"emerged,",1.55e-08,1.19,16.64422,8,5
251,text_10_L2,1,the,0.000417,5.62,6.2495494,3,6
252,text_10_L2,1,music,1.58e-05,4.2,6.1824803,5,7
253,text_10_L2,1,industry,1.66e-06,3.22,8.683656,8,8
254,text_10_L2,1,changed,5.37e-07,2.73,7.7226415,7,9
255,text_10_L2,1,forever.,3.09e-06,3.49,10.457285,8,10
256,text_10_L2,2,Perhaps,3.24e-07,2.51,17.197723,7,11
257,text_10_L2,2,the,0.000417,5.62,8.184784,3,12
258,text_10_L2,2,first,1.86e-05,4.27,0.72451377,5,13
259,text_10_L2,2,widely-used,5.27e-08,1.72,32.528717,11,14
260,text_10_L2,2,music,1.58e-05,4.2,7.9912386,5,15
261,text_10_L2,2,file,2e-06,3.3,9.080005,4,16
262,text_10_L2,2,sharing,2.34e-06,3.37,10.895245,7,17
263,text_10_L2,2,program,2.04e-06,3.31,8.154783,7,18
264,text_10_L2,2,was,0.00309,6.49,5.933859,3,19
265,text_10_L2,2,Napster.,2.57e-07,2.41,13.943484,8,20
266,text_10_L2,3,It,8.51e-05,4.93,10.317513,2,21
267,text_10_L2,3,allowed,2.4e-07,2.38,12.886373,7,22
268,text_10_L2,3,users,1.17e-06,3.07,10.263055,5,23
269,text_10_L2,3,to,0.000148,5.17,0.4020724,2,24
270,text_10_L2,3,sign,2.29e-06,3.36,6.854809,4,25
271,text_10_L2,3,up,4.47e-05,4.65,3.4082463,2,26
272,text_10_L2,3,to,0.000148,5.17,1.6150897,2,27
273,text_10_L2,3,use,5.25e-06,3.72,4.3788056,3,28
274,text_10_L2,3,the,0.000417,5.62,0.6942943,3,29
275,text_10_L2,3,service,4.07e-05,4.61,1.6937282,7,30
276,text_10_L2,3,at,4.68e-05,4.67,4.0328245,2,31
277,text_10_L2,3,no,7.94e-05,4.9,0.34598097,2,32
278,text_10_L2,3,charge.,1.58e-06,3.2,8.503445,7,33
279,text_10_L2,4,"Then,",3.24e-06,3.51,16.817816,5,34
280,text_10_L2,4,they,6.76e-06,3.83,4.879743,4,35
281,text_10_L2,4,could,2.51e-06,3.4,4.507725,5,36
282,text_10_L2,4,download,1.23e-05,4.09,3.6306427,8,37
283,text_10_L2,4,music,1.58e-05,4.2,7.4150662,5,38
284,text_10_L2,4,files,1.38e-06,3.14,9.068178,5,39
285,text_10_L2,4,from,2.51e-05,4.4,0.039000344,4,40
286,text_10_L2,4,other,6.76e-06,3.83,3.769691,5,41
287,text_10_L2,4,users,1.17e-06,3.07,6.3283243,5,42
288,text_10_L2,4,all,0.000158,5.2,0.045264855,3,43
289,text_10_L2,4,over,1.23e-05,4.09,9.045681,4,44
290,text_10_L2,4,the,0.000417,5.62,0.022497429,3,45
291,text_10_L2,4,world,3.55e-05,4.55,1.8817048,5,46
292,text_10_L2,4,by,5.25e-05,4.72,3.006628,2,47
293,text_10_L2,4,simply,8.91e-07,2.95,9.382258,6,48
294,text_10_L2,4,typing,6.76e-08,1.83,11.496157,6,49
295,text_10_L2,4,in,0.0174,7.24,1.3578626,2,50
296,text_10_L2,4,what,1.62e-05,4.21,9.862231,4,51
297,text_10_L2,4,song,4.79e-05,4.68,10.8070755,4,52
298,text_10_L2,4,or,2.51e-05,4.4,0.5460545,2,53
299,text_10_L2,4,album,5.62e-05,4.75,6.373427,5,54
300,text_10_L2,4,they,6.76e-06,3.83,5.4212146,4,55
301,text_10_L2,4,wanted.,1.74e-06,3.24,6.336054,7,56
302,text_10_L2,5,"Obviously,",1.55e-07,2.19,20.283966,10,57
303,text_10_L2,5,this,3.24e-05,4.51,11.185356,4,58
304,text_10_L2,5,was,0.00309,6.49,0.09402267,3,59
305,text_10_L2,5,bad,0.000115,5.06,0.45580336,3,60
306,text_10_L2,5,news,4.07e-05,4.61,2.0592353,4,61
307,text_10_L2,5,for,7.59e-05,4.88,4.2616234,3,62
308,text_10_L2,5,music,1.58e-05,4.2,7.9676805,5,63
309,text_10_L2,5,artists,1.17e-06,3.07,7.208738,7,64
310,text_10_L2,5,and,0.000166,5.22,3.47169,3,65
311,text_10_L2,5,record,2.24e-06,3.35,6.4840426,6,66
312,text_10_L2,5,labels,3.09e-06,3.49,6.298765,6,67
313,text_10_L2,5,because,4.27e-06,3.63,8.918636,7,68
314,text_10_L2,5,they,6.76e-06,3.83,3.1011238,4,69
315,text_10_L2,5,were,4.68e-06,3.67,4.936558,4,70
316,text_10_L2,5,not,4.79e-05,4.68,2.0845747,3,71
317,text_10_L2,5,making,2.88e-06,3.46,8.174385,6,72
318,text_10_L2,5,any,3.98e-06,3.6,6.133663,3,73
319,text_10_L2,5,profits,4.37e-07,2.64,10.518774,7,74
320,text_10_L2,5,from,2.51e-05,4.4,5.658481,4,75
321,text_10_L2,5,downloaded,3.55e-08,1.55,15.448786,10,76
322,text_10_L2,5,music.,1.58e-05,4.2,1.1362296,6,77
323,text_10_L2,6,"Eventually,",6.17e-08,1.79,21.920998,11,78
324,text_10_L2,6,Napster,2.57e-07,2.41,14.280521,7,79
325,text_10_L2,6,was,0.00309,6.49,1.6269178,3,80
326,text_10_L2,6,shut,7.59e-07,2.88,12.356625,4,81
327,text_10_L2,6,down.,1.51e-05,4.18,2.1896687,5,82
328,text_10_L2,7,While,1.82e-06,3.26,14.689062,5,83
329,text_10_L2,7,it,8.51e-05,4.93,5.4005103,2,84
330,text_10_L2,7,later,1.38e-06,3.14,14.583786,5,85
331,text_10_L2,7,reinvented,0.0,0.0,18.454912,10,86
332,text_10_L2,7,itself,4.79e-07,2.68,9.262519,6,87
333,text_10_L2,7,as,3.72e-05,4.57,11.72002,2,88
334,text_10_L2,7,a,0.000603,5.78,5.34536,1,89
335,text_10_L2,7,paying,1.02e-07,2.01,14.096399,6,90
336,text_10_L2,7,"service,",4.07e-05,4.61,7.2537227,8,91
337,text_10_L2,7,other,6.76e-06,3.83,7.1332664,5,92
338,text_10_L2,7,free,2.45e-05,4.39,3.818781,4,93
339,text_10_L2,7,music-sharing,2.04e-06,3.31,17.670614,13,94
340,text_10_L2,7,sites,1.07e-06,3.03,4.1581626,5,95
341,text_10_L2,7,cropped,0.0,0.0,13.295893,7,96
342,text_10_L2,7,up,4.47e-05,4.65,5.725989,2,97
343,text_10_L2,7,almost,9.77e-07,2.99,12.725245,6,98
344,text_10_L2,7,immediately.,1.82e-07,2.26,11.414424,12,99
345,text_10_L2,8,Even,2.88e-06,3.46,13.629596,4,100
346,text_10_L2,8,though,7.41e-07,2.87,11.749523,6,101
347,text_10_L2,8,several,5.25e-07,2.72,11.979477,7,102
348,text_10_L2,8,sites,1.07e-06,3.03,8.761212,5,103
349,text_10_L2,8,and,0.000166,5.22,2.2584186,3,104
350,text_10_L2,8,individual,1.29e-06,3.11,10.592538,10,105
351,text_10_L2,8,users,1.17e-06,3.07,7.6532145,5,106
352,text_10_L2,8,have,1.38e-05,4.14,1.3937341,4,107
353,text_10_L2,8,been,4.07e-06,3.61,2.7969484,4,108
354,text_10_L2,8,"charged,",1.2e-07,2.08,13.302393,8,109
355,text_10_L2,8,there,6.61e-06,3.82,5.0119905,5,110
356,text_10_L2,8,are,1.95e-05,4.29,9.3684635,3,111
357,text_10_L2,8,still,2.75e-05,4.44,1.2240745,5,112
358,text_10_L2,8,countless,1.2e-08,1.08,15.118536,9,113
359,text_10_L2,8,individuals,2.63e-07,2.42,6.8804555,11,114
360,text_10_L2,8,who,1.66e-05,4.22,4.2793736,3,115
361,text_10_L2,8,log,4.37e-06,3.64,2.7907279,3,116
362,text_10_L2,8,onto,1.38e-07,2.14,20.375656,4,117
363,text_10_L2,8,these,1.74e-05,4.24,6.8697767,5,118
364,text_10_L2,8,sites,1.07e-06,3.03,4.2549033,5,119
365,text_10_L2,8,to,0.000148,5.17,0.89598644,2,120
366,text_10_L2,8,obtain,4.9e-08,1.69,12.542715,6,121
367,text_10_L2,8,free,2.45e-05,4.39,3.3219328,4,122
368,text_10_L2,8,music.,1.58e-05,4.2,5.8663054,6,123
369,text_10_L2,1,When,7.94e-06,3.9,12.800775,4,1
370,text_10_L2,1,online,0.00024,5.38,6.5815935,6,2
371,text_10_L2,1,file-sharing,1.08e-06,3.03,17.534039,12,3
372,text_10_L2,1,programs,3.16e-07,2.5,10.535306,8,4
373,text_10_L2,1,"emerged,",1.55e-08,1.19,16.64422,8,5
374,text_10_L2,1,the,0.000417,5.62,6.2495494,3,6
375,text_10_L2,1,music,1.58e-05,4.2,6.1824803,5,7
376,text_10_L2,1,industry,1.66e-06,3.22,8.683656,8,8
377,text_10_L2,1,changed,5.37e-07,2.73,7.7226415,7,9
378,text_10_L2,1,forever.,3.09e-06,3.49,10.457285,8,10
379,text_10_L2,2,Perhaps,3.24e-07,2.51,17.197723,7,11
380,text_10_L2,2,the,0.000417,5.62,8.184784,3,12
381,text_10_L2,2,first,1.86e-05,4.27,0.72451377,5,13
382,text_10_L2,2,widely-used,5.27e-08,1.72,32.528717,11,14
383,text_10_L2,2,music,1.58e-05,4.2,7.9912386,5,15
384,text_10_L2,2,file,2e-06,3.3,9.080005,4,16
385,text_10_L2,2,sharing,2.34e-06,3.37,10.895245,7,17
386,text_10_L2,2,program,2.04e-06,3.31,8.154783,7,18
387,text_10_L2,2,was,0.00309,6.49,5.933859,3,19
388,text_10_L2,2,Napster.,2.57e-07,2.41,13.943484,8,20
389,text_10_L2,3,It,8.51e-05,4.93,10.317513,2,21
390,text_10_L2,3,allowed,2.4e-07,2.38,12.886373,7,22
391,text_10_L2,3,users,1.17e-06,3.07,10.263055,5,23
392,text_10_L2,3,to,0.000148,5.17,0.4020724,2,24
393,text_10_L2,3,sign,2.29e-06,3.36,6.854809,4,25
394,text_10_L2,3,up,4.47e-05,4.65,3.4082463,2,26
395,text_10_L2,3,to,0.000148,5.17,1.6150897,2,27
396,text_10_L2,3,use,5.25e-06,3.72,4.3788056,3,28
397,text_10_L2,3,the,0.000417,5.62,0.6942943,3,29
398,text_10_L2,3,service,4.07e-05,4.61,1.6937282,7,30
399,text_10_L2,3,at,4.68e-05,4.67,4.0328245,2,31
400,text_10_L2,3,no,7.94e-05,4.9,0.34598097,2,32
401,text_10_L2,3,charge.,1.58e-06,3.2,8.503445,7,33
402,text_10_L2,4,"Then,",3.24e-06,3.51,16.817816,5,34
403,text_10_L2,4,they,6.76e-06,3.83,4.879743,4,35
404,text_10_L2,4,could,2.51e-06,3.4,4.507725,5,36
405,text_10_L2,4,download,1.23e-05,4.09,3.6306427,8,37
406,text_10_L2,4,music,1.58e-05,4.2,7.4150662,5,38
407,text_10_L2,4,files,1.38e-06,3.14,9.068178,5,39
408,text_10_L2,4,from,2.51e-05,4.4,0.039000344,4,40
409,text_10_L2,4,other,6.76e-06,3.83,3.769691,5,41
410,text_10_L2,4,users,1.17e-06,3.07,6.3283243,5,42
